劳伦皮埃尔蒂芬=Lao Luân Bì Ai Nhĩ Đế Phân
北斗七星月光舞=Bắc Đẩu Thất Tinh Nguyệt Quang Vũ
天极九转心法=Thiên Cực Cửu Chuyển Tâm Pháp
尼古拉斯二世=Ni Cổ Lạp Tư Nhị Thế
斩妖灭魔剑诀=Trảm Yêu Diệt Ma Kiếm Quyết
烈火天罡剑诀=Liệt Hỏa Thiên Cang Kiếm Quyết
特里帕蒂啐格=Đặc Lý Mạt Đế Thối Cách
特里帕蒂辛格=Đặc Lý Mạt Đế Tân Cách
瞬间转移大法=Thuấn Gian Chuyển Di Đại Pháp
阿布拉莫维奇=A Bố Lạp Mạc Duy Kỳ
降魔金刚法力=Hàng Ma Kim Cương Pháp Lực
下猎户悬臂=Hạ Liệp Hộ Huyền Tí
九门连星阵=Cửu Môn Liên Tinh Trận
五雷正天诀=Ngũ Lôi Chính Thiên Quyết
修罗绝天阵=Tu La Tuyệt Thiên Trận
克劳塞维斯=Khắc Lao Tắc Duy Tư
克莱乌迪马=Khắc Lai Ô Địch Mã
克莱门重工=Khắc Lai Môn Trọng Công
凤凰书学院=Phượng Hoàng Thư Học Viện
南希伯伦斯=Nam Hi Bá Luân Tư
卢克雷蒂娅=Lô Khắc Lôi Đế Á
哈利法克斯=Cáp Lợi Pháp Khắc Tư
哈立法克斯=Cáp Lập Pháp Khắc Tư
四灵群妖阵=Tứ Linh Quần Yêu Trận
大天罗神功=Đại Thiên La Thần Công
大慈大悲手=Đại Từ Đại Bi Thủ
天星失魂散=Thiên Tinh Thất Hồn Tán
天河群星阵=Thiên Hà Quần Tinh Trận
太清纯阳阵=Thái Thanh Thuần Dương Trận
太玄裂天道=Thái Huyền Liệt Thiên Đạo
如意心魂剑=Như Ý Tâm Hồn Kiếm
安东尼奥龙=An Đông Ni Áo Long
察罕特穆尔=Sát Hãn Đặc Mục Nhĩ
就想起来的=liền nhớ
山本十八郎=Sơn Bổn Thập Bát Lang
巴尔塔扎尔=Ba Nhĩ Tháp Trát Nhĩ
布雷肯里奇=Bố Lôi Khẳng Lý Kỳ
庐山不归路=Lư Sơn Bất Quy Lộ
弗极基米尔=Phất Cực Cơ Mễ Nhĩ
心禅不灭诀=Tâm Thiện Bất Diệt Quyết
戴德斯维尔=Đái Đức Tư Duy Nhĩ
摩尔克斯亚=Ma Nhĩ Khắc Tư Á
敏敏特穆尔=Mẫn Mẫn Đặc Mục Nhĩ
易天十二诀=Dịch Thiên Thập Nhị Quyết
普鲁斯托顿=Phổ Lỗ Tư Thác Đốn
梅斯菲尔德=Mai Tư Phỉ Nhĩ Đức
洛斯梅尔特=Lạc Tư Mai Nhĩ Đặc
海纳梵森特=Hải Nạp Phạm Sâm Đặc
玄冰震魂诀=Huyền Băng Chấn Hồn Quyết
玄灵神火阵=Huyền Linh Thần Hỏa Trận
皮儿马黑麻=Bì Nhi Mã Hắc Ma
石中焱炽铁=Thạch Trung Diễm Sí Thiết
神龙定星阵=Thần Long Định Tinh Trận
秋山林一夫=Thu Sơn Lâm Nhất Phu
秋山秣一夫=Thu Sơn Mạt Nhất Phu
米诺斯良格=Mễ Nặc Tư Lương Cách
约翰伯伦斯=Ước Hàn Bá Luân Tư
绝生十六式=Tuyệt Sanh Thập Lục Thức
罗德格里斯=La Đức Cách Lý Tư
罗斯柴尔德=La Tư Sài Nhĩ Đức
苍云奇绝阵=Thương Vân Kì Tuyệt Trận
苏莱曼四世=Tô Lai Mạn Tứ Thế
血玉玲珑塔=Huyết Ngọc Linh Lung Tháp
赵 ※ 云=Triệu Vân
卫初蜻=Vệ Sơ Tinh
卫天国=Vệ Thiên Quốc
卫天望=Vệ Thiên Vọng
卫宝国=Vệ Bảo Quốc
卫宣华=Vệ Tuyên Hoa
卫立时=Vệ Lập Thì
卫红军=Vệ Hồng Quân
卫蓉蓉=Vệ Dung Dung
卫铁青=Vệ Thiết Thanh
卫马库=Vệ Mã Khố
厉倾城=Lệ Khuynh Thành
厉无海=Lệ Vô Hải
厉永刚=Lệ Vĩnh Cương
厉瑶姬=Lệ Dao Cơ
厉绝天=Lệ Tuyệt Thiên
厉绝夭=Lệ Tuyệt Yêu
厉胜北=Lệ Thắng Bắc
厉邪云=Lệ Tà Vân
厉锁水=Lệ Tỏa Thủy
厉青岳=Lệ Thanh Nhạc
原剑空=Nguyên Kiếm Không
原慕华=Nguyên Mộ Hoa
原成子=Nguyên Thành Tử
原生子=Nguyên Sanh Tử
古丁香=Cổ Đinh Hương
古世友=Cổ Thế Hữu
古信林=Cổ Tín Lâm
古兽山=Cổ Thú Sơn
古利特=Cổ Lợi Đặc
古向羽=Cổ Hướng Vũ
古天南=Cổ Thiên Nam
古天恨=Cổ Thiên Hận
古天狼=Cổ Thiên Lang
古天石=Cổ Thiên Thạch
古征华=Cổ Chinh Hoa
古斯特=Cổ Tư Đặc
古月河=Cổ Nguyệt Hà
古清风=Cổ Thanh Phong
古特斯=Cổ Đặc Tư
古秋实=Cổ Thu Thật
古蒂丝=Cổ Đế Ty
古迪森=Cổ Địch Sâm
古雪梅=Cổ Tuyết Mai
叫赵宏=Khiếu Triệu Hoành
可米丽=Khả Mễ Lệ
台华彦=Thai Hoa Ngạn
史世江=Sử Thế Giang
史东绮=Sử Đông Khỉ
史丹枫=Sử Đan Phong
史丹蔓=Sử Đan Mạn
史义国=Sử Nghĩa Quốc
史云东=Sử Vân Đông
史云怡=Sử Vân Di
史健龙=Sử Kiện Long
史力威=Sử Lực Uy
史国梁=Sử Quốc Lương
史太龙=Sử Thái Long
史学民=Sử Học Dân
史密斯=Sử Mật Tư
史火龙=Sử Hỏa Long
史红石=Sử Hồng Thạch
史蒂芬=Sử Đế Phân
史达林=Sử Đạt Lâm
史雪薇=Sử Tuyết Vi
史靖园=Sử Tĩnh Viên
史黑龙=Sử Hắc Long
叶一针=Diệp Nhất Châm
叶一飞=Diệp Nhất Phi
叶不二=Diệp Bất Nhị
叶不群=Diệp Bất Quần
叶东平=Diệp Đông Bình
叶全森=Diệp Toàn Sâm
叶冬兰=Diệp Đông Lan
叶冬梅=Diệp Đông Mai
叶冬竹=Diệp Đông Trúc
叶劲开=Diệp Kính Khai
叶南南=Diệp Nam Nam
叶南天=Diệp Nam Thiên
叶可可=Diệp Khả Khả
叶可馨=Diệp Khả Hinh
叶天南=Diệp Thiên Nam
叶天宗=Diệp Thiên Tông
叶子奇=Diệp Tử Kỳ
叶子苏=Diệp Tử Tô
叶孤城=Diệp Cô Thành
叶宇峰=Diệp Vũ Phong
叶安邦=Diệp An Bang
叶宏轩=Diệp Hoành Hiên
叶少军=Diệp Thiểu Quân
叶少天=Diệp Thiểu Thiên
叶少雄=Diệp Thiếu Hùng
叶希贤=Diệp Hi Hiền
叶心仪=Diệp Tâm Nghi
叶念庵=Diệp Niệm Am
叶惊天=Diệp Kinh Thiên
叶慕海=Diệp Mộ Hải
叶慕蓝=Diệp Mộ Lam
叶慕薇=Diệp Mộ Vi
叶慕谨=Diệp Mộ Cẩn
叶无妄=Diệp Vô Vọng
叶无心=Diệp Vô Tâm
叶无浪=Diệp Vô Lãng
叶无道=Diệp Vô Đạo
叶昌旺=Diệp Xương Vượng
叶晴歌=Diệp Tình Ca
叶未央=Diệp Vị Ương
叶梦莹=Diệp Mộng Oánh
叶楚天=Diệp Sở Thiên
叶楚石=Diệp Sở Thạch
叶正凌=Diệp Chánh Lăng
叶水根=Diệp Thủy Căn
叶汉佐=Diệp Hán Tá
叶河图=Diệp Hà Đồ
叶泡泡=Diệp Phao Phao
叶浩然=Diệp Hạo Nhiên
叶灵静=Diệp Linh Tĩnh
叶琳娜=Diệp Lâm Na
叶瑞英=Diệp Thụy Anh
叶瑞蓉=Diệp Thụy Dung
叶璇儿=Diệp Tuyền Nhi
叶童版=Diệp Đồng Bản
叶紫衣=Diệp Tử Y
叶羽锋=Diệp Vũ Phong
叶舞影=Diệp Vũ Ảnh
叶若梦=Diệp Nhược Mộng
叶若玉=Diệp Nhược Ngọc
叶茂才=Diệp Mậu Tài
叶荷时=Diệp Hà Thì
叶蓬莱=Diệp Bồng Lai
叶辰西=Diệp Thần Tây
叶选峰=Diệp Tuyển Phong
叶道明=Diệp Đạo Minh
叶重落=Diệp Trọng Lạc
叶金花=Diệp Kim Hoa
叶金莲=Diệp Kim Liên
叶雨川=Diệp Vũ Xuyên
叶震坤=Diệp Chấn Khôn
叶青莹=Diệp Thanh Oánh
叶青锋=Diệp Thanh Phong
叶飞宵=Diệp Phi Tiêu
司徒云=Tư Đồ Vân
司徒南=Tư Đồ Nam
司徒平=Tư Đồ Bình
司徒慕=Tư Đồ Mộ
司徒旭=Tư Đồ Húc
司徒月=Ty Đồ Nguyệt
司徒狂=Tư Đồ Cuồng
司徒珊=Tư Đồ San
司徒空=Tư Đồ Không
司徒美=Tư Đồ Mỹ
司徒轩=Tư Đồ Hiên
司泽尔=Ty Trạch Nhĩ
司马俟=Tư Mã Sĩ
司马信=Tư Mã Tín
司马光=Tư Mã Quang
司马庆=Tư Mã Khánh
司马昭=Tư Mã Chiêu
司马期=Ty Mã Kỳ
司马烈=Tư Mã Liệt
司马空=Tư Mã Không
司马钰=Tư Mã Ngọc
司马震=Tư Mã Chấn
吉利儿=Cát Lợi Nhi
吉塔尼=Cát Tháp Ni
吉尔斯=Cát Nhĩ Tư
吉尼斯=Cát Ni Tư
吉布森=Cát Bố Sâm
吉格斯=Cát Cách Tư
同声谷=Đồng Thanh Cốc
后羿弓=Hậu Nghệ Cung
向千言=Hướng Thiên Ngôn
向华强=Hướng Hoa Cường
向博文=Hướng Bác Văn
向宝成=Hướng Bảo Thành
向宝文=Hướng Bảo Văn
向怀成=Hướng Hoài Thành
向明涛=Hướng Minh Đào
向明辉=Hướng Minh Huy
吕不韦=Lữ Bất Vi
吕书垒=Lữ Thư Lũy
吕哲天=Lữ Triết Thiên
吕夕晨=Lữ Tịch Thần
吕子墨=Lữ Tử Mặc
吕子峰=Lữ Tử Phong
吕幼文=Lữ Ấu Văn
吕广林=Lữ Quảng Lâm
吕振羽=Lữ Chấn Vũ
吕文幼=Lữ Văn Ấu
吕月瑶=Lữ Nguyệt Dao
吕玉芳=Lữ Ngọc Phương
吕茂明=Lữ Mậu Minh
吕道华=Lữ Đạo Hoa
吕问天=Lữ Vấn Thiên
吕雅芬=Lữ Nhã Phân
吕青青=Lữ Thanh Thanh
君不悔=Quân Bất Hối
君天霸=Quân Thiên Phách
君宇轩=Quân Vũ Hiên
君山水=Quân Sơn Thủy
君战天=Quân Chiến Thiên
君无悔=Quân Vô Hối
君无意=Quân Vô Ý
君莫邪=Quân Mạc Tà
君莫邬=Quân Mạc Ổ
君雅慧=Quân Nhã Tuệ
听禅阁=Thính Thiện Các
启明灯=Khải Minh Đăng
吳德勝=Ngô Đức Thắng
吳雅楠=Ngô Nhã Nam
吴一雄=Ngô Nhất Hùng
吴世明=Ngô Thế Minh
吴丹丹=Ngô Đan Đan
吴丽花=Ngô Lệ Hoa
吴乾坤=Ngô Càn Khôn
吴仲谋=Ngô Trọng Mưu
吴信明=Ngô Tín Minh
吴光宝=Ngô Quang Bảo
吴克勤=Ngô Khắc Cần
吴公仪=Ngô Công Nghi
吴兴国=Ngô Hưng Quốc
吴冲寒=Ngô Trùng Hàn
吴友闳=Ngô Hữu Hoành
吴可忠=Ngô Khả Trung
吴启明=Ngô Khải Minh
吴国雄=Ngô Quốc Hùng
吴地金=Ngô Địa Kim
吴士清=Ngô Sĩ Thanh
吴士道=Ngô Sĩ Đạo
吴士颖=Ngô Sĩ Dĩnh
吴大勇=Ngô Đại Dũng
吴大头=Ngô Đại Đầu
吴天岭=Ngô Thiên Lĩnh
吴奇胜=Ngô Kỳ Thắng
吴如耿=Ngô Như Cảnh
吴子新=Ngô Tử Tân
吴子荏=Ngô Tử Nhẫm
吴安然=Ngô An Nhiên
吴宝玲=Ngô Bảo Linh
吴小倩=Ngô Tiểu Thiến
吴小黑=Ngô Tiểu Hắc
吴左丽=Ngô Tả Lệ
吴希龙=Ngô Hi Long
吴应熊=Ngô Ứng Hùng
吴建华=Ngô Kiến Hoa
吴德贵=Ngô Đức Quý
吴念知=Ngô Niệm Tri
吴思亮=Ngô Tư Lượng
吴悠悠=Ngô Du Du
吴承恩=Ngô Thừa Ân
吴振东=Ngô Chấn Đông
吴昌楼=Ngô Xương Lâu
吴春来=Ngô Xuân Lai
吴晓华=Ngô Hiểu Hoa
吴晓意=Ngô Hiểu Ý
吴晓明=Ngô Hiểu Minh
吴晓阳=Ngô Hiểu Dương
吴暖月=Ngô Noãn Nguyệt
吴桂英=Ngô Quế Anh
吴梦琳=Ngô Mộng Lâm
吴正虎=Ngô Chánh Hổ
吴琼玉=Ngô Quỳnh Ngọc
吴白伟=Ngô Bạch Vĩ
吴白天=Ngô Bạch Thiên
吴白开=Ngô Bạch Khai
吴的金=Ngô Đích Kim
吴真容=Ngô Chân Dung
吴瞎子=Ngô Hạt Tử
吴细苟=Ngô Tế Cẩu
吴耀宗=Ngô Diệu Tông
吴胜宝=Ngô Thắng Bảo
吴苏苏=Ngô Tô Tô
吴远山=Ngô Viễn Sơn
吴道子=Ngô Đạo Tử
吴道明=Ngô Đạo Minh
吴道清=Ngô Đạo Thanh
吴阳明=Ngô Dương Minh
吴雨欣=Ngô Vũ Hân
吴雪刚=Ngô Tuyết Cương
吴雪庵=Ngô Tuyết Am
吴龙宝=Ngô Long Bảo
周万才=Chu Vạn Tài
周不凡=Chu Bất Phàm
周世晖=Chu Thế Huy
周东魏=Chu Đông Ngụy
周之昊=Chu Chi Hạo
周乾阳=Chu Kiền Dương
周云林=Chu Vân Lâm
周云涛=Chu Vân Đào
周八景=Chu Bát Cảnh
周兰德=Chu Lan Đức
周剑铁=Chu Kiếm Thiết
周华健=Chu Hoa Kiện
周华康=Chu Hoa Khang
周卫国=Chu Vệ Quốc
周啸天=Chu Khiếu Thiên
周国中=Chu Quốc Trung
周大刚=Chu Đại Cương
周大嘴=Chu Đại Chủy
周大娃=Chu Đại Oa
周大年=Chu Đại Niên
周大恩=Chu Đại Ân
周大成=Chu Đại Thành
周大洪=Chu Đại Hồng
周大远=Chu Đại Viễn
周天京=Chu Thiên Kinh
周天华=Chu Thiên Hoa
周奎永=Chu Khuê Vĩnh
周婉柔=Chu Uyển Nhu
周子旺=Chu Tử Vượng
周子烈=Chu Tử Liệt
周学斌=Chu Học Bân
周宇豪=Chu Vũ Hào
周宏斌=Chu Hoành Bân
周宝强=Chu Bảo Cường
周富德=Chu Phú Đức
周寒安=Chu Hàn An
周小涛=Chu Tiểu Đào
周尽孩=Chu Tẫn Hài
周巍巍=Chu Nguy Nguy
周延军=Chu Duyên Quân
周延青=Chu Duyên Thanh
周建康=Chu Kiến Khang
周德东=Chu Đức Đông
周德威=Chu Đức Uy
周志明=Chu Chí Minh
周志豪=Chu Chí Hào
周志雄=Chu Chí Hùng
周才梁=Chu Tài Lương
周拍成=Chu Phách Thành
周文君=Chu Văn Quân
周文王=Chu Văn Vương
周文理=Chu Văn Lý
周文采=Chu Văn Thải
周明道=Chu Minh Đạo
周星河=Chu Tinh Hà
周晚晴=Chu Vãn Tình
周朝阳=Chu Triều Dương
周来宝=Chu Lai Bảo
周杰伦=Chu Kiệt Luân
周杰棍=Chu Kiệt Côn
周树花=Chu Thụ Hoa
周正永=Chu Chánh Vĩnh
周正道=Chu Chánh Đạo
周洛涵=Chu Lạc Hàm
周狂武=Chu Cuồng Vũ
周玉婷=Chu Ngọc Đình
周玉香=Chu Ngọc Hương
周的成=Chu Đích Thành
周相成=Chu Tương Thành
周知白=Chu Tri Bạch
周碧蓉=Chu Bích Dung
周礼渊=Chu Lễ Uyên
周福新=Chu Phúc Tân
周秋民=Chu Thu Dân
周维清=Chu Duy Thanh
周美森=Chu Mỹ Sâm
周老爹=Chu Lão Đa
周艳玲=Chu Diễm Linh
周若玉=Chu Nhược Ngọc
周行文=Chu Hành Văn
周进勇=Chu Tiến Dũng
周进峰=Chu Tiến Phong
周逸凡=Chu Dật Phàm
周金孩=Chu Kim Hài
周铁东=Chu Thiết Đông
周铁剑=Chu Thiết Kiếm
周长民=Chu Trường Dân
周长河=Chu Trường Hà
周长溪=Chu Trường Khê
周长空=Chu Trường Không
周长风=Chu Trường Phong
周青衣=Chu Thanh Y
周韦彤=Chu Vi Đồng
周香玉=Chu Hương Ngọc
呼别路=Hô Biệt Lộ
呼延博=Hô Duyên Bác
和黛姬=Hòa Đại Cơ
哈因斯=Cáp Nhân Tư
哈尔温=Cáp Nhĩ Ôn
哈扎克=Cáp Trát Khắc
哈拉雷=Cáp Lạp Lôi
哈迪斯=Cáp Địch Tư
哈里斯=Cáp Lý Tư
哈雷机=Cáp Lôi Cơ
哥舒寒=Ca Thư Hàn
唐三儿=Đường Tam Nhi
唐三彩=Đường Tam Thải
唐丽枝=Đường Lệ Chi
唐丽纹=Đường Lệ Văn
唐义仁=Đường Nghĩa Nhân
唐九天=Đường Cửu Thiên
唐仲普=Đường Trọng Phổ
唐兴生=Đường Hưng Sanh
唐其名=Đường Kỳ Danh
唐冰娜=Đường Băng Na
唐千手=Đường Thiên Thủ
唐千石=Đường Thiên Thạch
唐千里=Đường Thiên Lý
唐华争=Đường Hoa Tranh
唐华强=Đường Hoa Cường
唐含沛=Đường Hàm Phái
唐夙川=Đường Túc Xuyên
唐大云=Đường Đại Vân
唐大宗=Đường Đại Tông
唐天云=Đường Thiên Vân
唐宇直=Đường Vũ Trực
唐小小=Đường Tiểu Tiểu
唐小枚=Đường Tiểu Mai
唐小枫=Đường Tiểu Phong
唐小道=Đường Tiểu Đạo
唐拉格=Đường Lạp Cách
唐敬尧=Đường Kính Nghiêu
唐文远=Đường Văn Viễn
唐晓影=Đường Hiểu Ảnh
唐景山=Đường Cảnh Sơn
唐望平=Đường Vọng Bình
唐正东=Đường Chính Đông
唐海东=Đường Hải Đông
唐海南=Đường Hải Nam
唐满楼=Đường Mãn Lâu
唐灵灵=Đường Linh Linh
唐灵莎=Đường Linh Toa
唐白首=Đường Bạch Thủ
唐紫烟=Đường Tử Yên
唐纳文=Đường Nạp Văn
唐纳武=Đường Nạp Vũ
唐耀东=Đường Diệu Đông
唐芊儿=Đường Thiên Nhi
唐菲菲=Đường Phỉ Phỉ
唐重正=Đường Trọng Chánh
唐雅静=Đường Nhã Tĩnh
唐雪雪=Đường Tuyết Tuyết
唐震天=Đường Chấn Thiên
唐青姿=Đường Thanh Tư
商不启=Thương Bất Khải
商戴维=Thương Đái Duy
商未明=Thương Vị Minh
商正龙=Thương Chánh Long
商青云=Thương Thanh Vân
喀喀托=Khách Khách Thác
喜羊羊=Hỉ Dương Dương
嘉德勒=Gia Đức Lặc
噬心剑=Phệ Tâm Kiếm
噬心诀=Phệ Tâm Quyết
四方侯=Tứ Phương Hầu
回龙镇=Hồi Long Trấn
图尔特=Đồ Nhĩ Đặc
图斗珠=Đồ Đấu Châu
图索佐=Đồ Tác Tá
圆明园=Viên Minh Viên
圣多美=Thánh Đa Mỹ
圣方杰=Thánh Phương Kiệt
圣极门=Thánh Cực Môn
圣水宫=Thánh Thủy Cung
圣清院=Thánh Thanh Viện
圣第安=Thánh Đệ An
圣经院=Thánh Kinh Viện
圣耶罗=Thánh Da La
圣锦豪=Thánh Cẩm Hào
圣雷诺=Thánh Lôi Nặc
坎德里=Khảm Đức Lý
坎穆奇=Khảm Mục Kỳ
坎迪斯=Khảm Địch Tư
坐山客=Tọa Sơn Khách
坤和堂=Khôn Hòa Đường
坤百尺=Khôn Bách Xích
垄千里=Lũng Thiên Lý
垄无涯=Lũng Vô Nhai
埃克斯=Ai Khắc Tư
埃姆斯=Ai Mỗ Tư
埃尔华=Ai Nhĩ Hoa
埃尔塔=Ai Nhĩ Tháp
埃弗拉=Ai Phất Lạp
埃德斯=Ai Đức Tư
埃德蒙=Ai Đức Mông
埃灵顿=Ai Linh Đốn
埃瑞丁=Ai Thụy Đinh
埃穆斯=Ai Mục Tư
埃罗佛=Ai La Phật
埃蒙德=Ai Mông Đức
基迪努=Cơ Địch Nỗ
堵裴悲=Đổ Bùi Bi
塔塔尔=Tháp Tháp Nhĩ
塔格奥=Tháp Cách Áo
塔西斯=Tháp Tây Tư
塔里克=Tháp Lý Khắc
塘小小=Đường Tiểu Tiểu
塞尔比=Tắc Nhĩ Bỉ
塞里斯=Tắc Lý Tư
墨斗乔=Mặc Đấu Kiều
墨直一=Mặc Trực Nhất
墨羽兮=Mặc Vũ Hề
墨羽翔=Mặc Vũ Tường
墨羽逸=Mặc Vũ Dật
墨语儿=Mặc Ngữ Nhi
士忆琴=Sĩ Ức Cầm
声仙逸=Thanh Tiên Dật
夏东海=Hạ Đông Hải
夏严冰=Hạ Nghiêm Băng
夏之其=Hạ Chi Kỳ
夏伯达=Hạ Bá Đạt
夏侯安=Hạ Hầu An
夏侯戈=Hạ Hầu Qua
夏侯胜=Hạ Hầu Thắng
夏兰特=Hạ Lan Đặc
夏天具=Hạ Thiên Cụ
夏天民=Hạ Thiên Dân
夏小芳=Hạ Tiểu Phương
夏平锡=Hạ Bình Tích
夏彦童=Hạ Ngạn Đồng
夏德长=Hạ Đức Trường
夏文登=Hạ Văn Đăng
夏晓娴=Hạ Hiểu Nhàn
夏晖扬=Hạ Huy Dương
夏有志=Hạ Hữu Chí
夏治超=Hạ Trì Siêu
夏生楠=Hạ Sanh Nam
夏知雨=Hạ Tri Vũ
夏紫欣=Hạ Tử Hân
夏长河=Hạ Trường Hà
夏雨晴=Hạ Vũ Tình
夏飞龙=Hạ Phi Long
多伊斯=Đa Y Tư
多尼克=Đa Ni Khắc
多比斯=Đa Bỉ Tư
夜冰莹=Dạ Băng Oánh
夜孤寒=Dạ Cô Hàn
夜山尊=Dạ Sơn Tôn
夜盈灵=Dạ Doanh Linh
夜盈零=Dạ Doanh Linh
夜纯纯=Dạ Thuần Thuần
夜自在=Dạ Tự Tại
大刀王=Đại Đao Vương
大剑侠=Đại Kiếm Hiệp
大力熊=Đại Lực Hùng
大板牙=Đại Bản Nha
大栓子=Đại Xuyên Tử
大河宗=Đại Hà Tông
大灵儿=Đại Linh Nhi
大金蛛=Đại Kim Chu
天之都=Thiên Chi Đô
天仙谱=Thiên Tiên Phổ
天剑园=Thiên Kiếm Viên
天剑客=Thiên Kiếm Khách
天剑诀=Thiên Kiếm Quyết
天剑阁=Thiên Kiếm Các
天剑院=Thiên Kiếm Viện
天后铃=Thiên Hậu Linh
天威令=Thiên Uy Lệnh
天山谷=Thiên Sơn Cốc
天岚幽=Thiên Lam U
天岚梦=Thiên Lam Mộng
天峰主=Thiên Phong Chủ
天心阁=Thiên Tâm Các
天星客=Thiên Tinh Khách
天星门=Thiên Tinh Môn
天松子=Thiên Tùng Tử
天柱峰=Thiên trụ phong
天残宗=Thiên Tàn Tông
天水诀=Thiên Thủy Quyết
天河阵=Thiên Hà Trận
天湖城=Thiên Hồ Thành
天玄洞=Thiên Huyền Động
天王塔=Thiên Vương Tháp
天琴阁=Thiên Cầm Các
天益门=Thiên Ích Môn
天禅刀=Thiên Thiền Đao
天穆风=Thiên Mục Phong
天蝉刀=Thiên Thiền Đao
天邪刃=Thiên Tà Nhận
天邪子=Thiên Tà Tử
天邪宗=Thiên Tà Tông
天郡星=Thiên Quận Tinh
天都峰=Thiên Đô Phong
太塔尔=Thái Tháp Nhĩ
太玄山=Thái Huyền Sơn
太玄裂=Thái Huyền Liệt
太皇天=Thái Hoàng Thiên
太育天=Thái Dục Thiên
央无殇=Ương Vô Thương
奈何珠=Nại Hà Châu
奈姆斯=Nại Mỗ Tư
奈季斯=Nại Quý Tư
奈穆斯=Nại Mục Tư
奉天侯=Phụng Thiên Hầu
奉阴阳=Phụng Âm Dương
奎木狼=Khuê Mộc Lang
奔云剑=Bôn Vân Kiếm
奚世佳=Hề Thế Giai
奥丁卫=Áo Đinh Vệ
奥利洛=Áo Lợi Lạc
奥巴顿=Áo Ba Đốn
奥帕顿=Áo Mạt Đốn
奥比斯=Áo Bỉ Tư
奥瑞特=Áo Thụy Đặc
奥穆加=Áo Mục Gia
奥罗斯=Áo La Tư
如意剑=Như Ý Kiếm
如意子=Như Ý Tử
妖天殇=Yêu Thiên Thương
妙玉坊=Diệu Ngọc Phường
姆克瑟=Mỗ Khắc Sắt
姆林帝=Mỗ Lâm Đế
姚和川=Diêu Hòa Xuyên
姚四海=Diêu Tứ Hải
姚大虎=Diêu Đại Hổ
姚威武=Diêu Uy Vũ
姚无敌=Diêu Vô Địch
姚清泉=Diêu Thanh Tuyền
姚荣华=Diêu Vinh Hoa
姚连刚=Diêu Liên Cương
姜大川=Khương Đại Xuyên
姜小柔=Khương Tiểu Nhu
姜小鱼=Khương Tiểu Ngư
姜无崖=Khương Vô Nhai
姜无涯=Khương Vô Nhai
姜春月=Khương Xuân Nguyệt
姜春玲=Khương Xuân Linh
姜春远=Khương Xuân Viễn
姜未月=Khương Vị Nguyệt
姜榕樵=Khương Dung Tiều
姜武则=Khương Vũ Tắc
姜沛玲=Khương Phái Linh
姜清平=Khương Thanh Bình
姜焕银=Khương Hoán Ngân
姜银珍=Khương Ngân Trân
姜雳良=Khương Lịch Lương
姜雷良=Khương Lôi Lương
姜霜良=Khương Sương Lương
姜霭良=Khương Ải Lương
姬丽语=Cơ Lệ Ngữ
姬云海=Cơ Vân Hải
姬少威=Cơ Thiếu Uy
姬常月=Cơ Thường Nguyệt
姬智浩=Cơ Trí Hạo
姬瑶冰=Cơ Dao Băng
姬红莲=Cơ Hồng Liên
姬雪熙=Cơ Tuyết Hi
威士顿=Uy Sĩ Đốn
威尔德=Uy Nhĩ Đức
威尔斯=Uy Nhĩ Tư
威尔纳=Uy Nhĩ Nạp
威尔逊=Uy Nhĩ Tốn
威远侯=Uy Viễn Hầu
娄十白=Lâu Thập Bạch
娄红媚=Lâu Hồng Mị
娜塔莉=Na Tháp Lỵ
娥儿雪=Nga Nhi Tuyết
嬴乘风=Doanh Thừa Phong
嬴利德=Doanh Lợi Đức
嬴利鑫=Doanh Lợi Hâm
嬴浩江=Doanh Hạo Giang
嬴海康=Doanh Hải Khang
嬴海涛=Doanh Hải Đào
孔令东=Khổng Lệnh Đông
孔伯端=Khổng Bá Đoan
孔希龙=Khổng Hi Long
孔帕尼=Khổng Mạt Ni
孔敬府=Khổng Kính Phủ
孔海山=Khổng Hải Sơn
孔雅年=Khổng Nhã Niên
孙不文=Tôn Bất Văn
孙东明=Tôn Đông Minh
孙云雁=Tôn Vân Nhạn
孙云龙=Tôn Vân Long
孙亚琳=Tôn Á Lâm
孙仁耀=Tôn Nhân Diệu
孙伏笔=Tôn Phục Bút
孙伯温=Tôn Bá Ôn
孙信品=Tôn Tín Phẩm
孙元彪=Tôn Nguyên Bưu
孙剑屏=Tôn Kiếm Bình
孙剑海=Tôn Kiếm Hải
孙君梅=Tôn Quân Mai
孙君海=Tôn Quân Hải
孙启义=Tôn Khải Nghĩa
孙品信=Tôn Phẩm Tín
孙国栋=Tôn Quốc Đống
孙墨宣=Tôn Mặc Tuyên
孙天宇=Tôn Thiên Vũ
孙妾吉=Tôn Thiếp Cát
孙子平=Tôn Tử Bình
孙子明=Tôn Tử Minh
孙宝洪=Tôn Bảo Hồng
孙小菲=Tôn Tiểu Phỉ
孙尽重=Tôn Tẫn Trọng
孙建实=Tôn Kiến Thực
孙开妍=Tôn Khai Nghiên
孙忠友=Tôn Trung Hữu
孙思邈=Tôn Tư Mạc
孙惠仪=Tôn Huệ Nghi
孙排空=Tôn Bài Không
孙明玉=Tôn Minh Ngọc
孙晓萱=Tôn Hiểu Huyên
孙曼菊=Tôn Mạn Cúc
孙望远=Tôn Vọng Viễn
孙桂山=Tôn Quế Sơn
